Sym_88503_c0_g1_i1	Sym_88503_c0_g1
Sym_245690_c0_g1_i1	Sym_245690_c0_g1
Sym_245683_c0_g1_i1	Sym_245683_c0_g1
Sym_245666_c0_g1_i1	Sym_245666_c0_g1
Sym_245722_c0_g1_i1	Sym_245722_c0_g1
Sym_245663_c0_g1_i1	Sym_245663_c0_g1
Sym_245729_c0_g1_i1	Sym_245729_c0_g1
Sym_245673_c0_g1_i1	Sym_245673_c0_g1
Sym_272462_c0_g1_i1	Sym_272462_c0_g1
Sym_272453_c0_g1_i1	Sym_272453_c0_g1
Sym_272490_c0_g1_i1	Sym_272490_c0_g1
Sym_272439_c0_g1_i1	Sym_272439_c0_g1
Sym_272451_c0_g1_i1	Sym_272451_c0_g1
Sym_272522_c0_g1_i1	Sym_272522_c0_g1
Sym_272491_c0_g1_i1	Sym_272491_c0_g1
Sym_272448_c0_g1_i1	Sym_272448_c0_g1
Sym_272511_c0_g1_i1	Sym_272511_c0_g1
Sym_272475_c0_g1_i1	Sym_272475_c0_g1
Sym_272521_c0_g1_i1	Sym_272521_c0_g1
Sym_272476_c0_g1_i1	Sym_272476_c0_g1
Sym_272479_c0_g1_i1	Sym_272479_c0_g1
Sym_272438_c0_g1_i1	Sym_272438_c0_g1
Sym_272436_c0_g1_i1	Sym_272436_c0_g1
Sym_272516_c0_g1_i1	Sym_272516_c0_g1
Sym_272459_c0_g1_i1	Sym_272459_c0_g1
Sym_272488_c0_g1_i1	Sym_272488_c0_g1
Sym_272507_c0_g1_i1	Sym_272507_c0_g1
Sym_272517_c0_g1_i1	Sym_272517_c0_g1
Sym_272489_c0_g1_i1	Sym_272489_c0_g1
Sym_272446_c0_g1_i1	Sym_272446_c0_g1
Sym_272484_c0_g1_i1	Sym_272484_c0_g1
Sym_281630_c0_g1_i1	Sym_281630_c0_g1
Sym_281542_c0_g1_i1	Sym_281542_c0_g1
Sym_281597_c0_g1_i1	Sym_281597_c0_g1
Sym_281533_c0_g1_i1	Sym_281533_c0_g1
Sym_281590_c0_g1_i1	Sym_281590_c0_g1
Sym_281549_c0_g1_i1	Sym_281549_c0_g1
Sym_281613_c0_g1_i1	Sym_281613_c0_g1
Sym_281627_c0_g1_i1	Sym_281627_c0_g1
Sym_281554_c0_g1_i1	Sym_281554_c0_g1
Sym_281587_c0_g1_i1	Sym_281587_c0_g1
Sym_218077_c0_g1_i1	Sym_218077_c0_g1
Sym_218039_c0_g1_i1	Sym_218039_c0_g1
Sym_218038_c0_g1_i1	Sym_218038_c0_g1
Sym_218102_c0_g1_i1	Sym_218102_c0_g1
Sym_218044_c0_g1_i1	Sym_218044_c0_g1
Sym_211370_c0_g1_i1	Sym_211370_c0_g1
Sym_211347_c0_g1_i1	Sym_211347_c0_g1
Sym_211372_c0_g1_i1	Sym_211372_c0_g1
Sym_211355_c0_g1_i1	Sym_211355_c0_g1
Sym_211364_c0_g1_i1	Sym_211364_c0_g1
Sym_211415_c0_g1_i1	Sym_211415_c0_g1
Sym_211398_c0_g1_i1	Sym_211398_c0_g1
Sym_211427_c0_g1_i1	Sym_211427_c0_g1
Sym_211422_c0_g1_i1	Sym_211422_c0_g1
Sym_211384_c0_g1_i1	Sym_211384_c0_g1
Sym_211361_c0_g1_i1	Sym_211361_c0_g1
Sym_211394_c0_g1_i1	Sym_211394_c0_g1
Sym_211376_c0_g1_i1	Sym_211376_c0_g1
Sym_211419_c0_g1_i1	Sym_211419_c0_g1
Sym_211411_c0_g1_i1	Sym_211411_c0_g1
Sym_211901_c0_g1_i1	Sym_211901_c0_g1
Sym_211877_c0_g1_i1	Sym_211877_c0_g1
Sym_211905_c0_g1_i1	Sym_211905_c0_g1
Sym_211849_c0_g1_i1	Sym_211849_c0_g1
Sym_211906_c0_g1_i1	Sym_211906_c0_g1
Sym_211902_c0_g1_i1	Sym_211902_c0_g1
Sym_211891_c0_g1_i1	Sym_211891_c0_g1
Sym_211903_c0_g1_i1	Sym_211903_c0_g1
Sym_211884_c0_g1_i1	Sym_211884_c0_g1
Sym_211916_c0_g1_i1	Sym_211916_c0_g1
Sym_211883_c0_g1_i1	Sym_211883_c0_g1
Sym_211854_c0_g1_i1	Sym_211854_c0_g1
Sym_211836_c0_g1_i1	Sym_211836_c0_g1
Sym_207019_c0_g1_i1	Sym_207019_c0_g1
Sym_206966_c0_g1_i1	Sym_206966_c0_g1
Sym_207009_c0_g1_i1	Sym_207009_c0_g1
Sym_206959_c0_g1_i1	Sym_206959_c0_g1
Sym_206967_c0_g1_i1	Sym_206967_c0_g1
Sym_206980_c0_g1_i1	Sym_206980_c0_g1
Sym_206989_c0_g1_i1	Sym_206989_c0_g1
Sym_207017_c0_g1_i1	Sym_207017_c0_g1
Sym_207025_c0_g1_i1	Sym_207025_c0_g1
Sym_206948_c0_g1_i1	Sym_206948_c0_g1
Sym_207018_c0_g1_i1	Sym_207018_c0_g1
Sym_207002_c0_g1_i1	Sym_207002_c0_g1
Sym_206972_c0_g1_i1	Sym_206972_c0_g1
Sym_207027_c0_g1_i1	Sym_207027_c0_g1
Sym_207000_c0_g1_i1	Sym_207000_c0_g1
Sym_207013_c0_g1_i1	Sym_207013_c0_g1
Sym_206953_c0_g1_i1	Sym_206953_c0_g1
Sym_207008_c0_g1_i1	Sym_207008_c0_g1
Sym_206947_c0_g1_i1	Sym_206947_c0_g1
Sym_206981_c0_g1_i1	Sym_206981_c0_g1
Sym_206958_c0_g1_i1	Sym_206958_c0_g1
Sym_219349_c0_g1_i1	Sym_219349_c0_g1
Sym_274619_c0_g1_i1	Sym_274619_c0_g1
Sym_274533_c0_g1_i1	Sym_274533_c0_g1
Sym_274608_c0_g1_i1	Sym_274608_c0_g1
Sym_274590_c0_g1_i1	Sym_274590_c0_g1
Sym_274552_c0_g1_i1	Sym_274552_c0_g1
Sym_274592_c0_g1_i1	Sym_274592_c0_g1
Sym_274580_c0_g1_i1	Sym_274580_c0_g1
Sym_274544_c0_g1_i1	Sym_274544_c0_g1
Sym_274548_c0_g1_i1	Sym_274548_c0_g1
Sym_274605_c0_g1_i1	Sym_274605_c0_g1
Sym_274559_c0_g1_i1	Sym_274559_c0_g1
Sym_251112_c0_g1_i1	Sym_251112_c0_g1
Sym_251091_c0_g1_i1	Sym_251091_c0_g1
Sym_251057_c0_g1_i1	Sym_251057_c0_g1
Sym_278125_c0_g1_i1	Sym_278125_c0_g1
Sym_278120_c0_g1_i1	Sym_278120_c0_g1
Sym_278109_c0_g1_i1	Sym_278109_c0_g1
Sym_278086_c0_g1_i1	Sym_278086_c0_g1
Sym_278122_c0_g1_i1	Sym_278122_c0_g1
Sym_278050_c0_g1_i1	Sym_278050_c0_g1
Sym_278097_c0_g1_i1	Sym_278097_c0_g1
Sym_278121_c0_g1_i1	Sym_278121_c0_g1
Sym_278040_c0_g1_i1	Sym_278040_c0_g1
Sym_278042_c0_g1_i1	Sym_278042_c0_g1
Sym_278077_c0_g1_i1	Sym_278077_c0_g1
Sym_278085_c0_g1_i1	Sym_278085_c0_g1
Sym_254773_c0_g1_i1	Sym_254773_c0_g1
Sym_254738_c0_g1_i1	Sym_254738_c0_g1
Sym_254818_c0_g1_i1	Sym_254818_c0_g1
Sym_257556_c0_g1_i1	Sym_257556_c0_g1
Sym_258654_c0_g1_i1	Sym_258654_c0_g1
Sym_258662_c0_g1_i1	Sym_258662_c0_g1
Sym_242366_c0_g1_i1	Sym_242366_c0_g1
Sym_242397_c0_g1_i1	Sym_242397_c0_g1
Sym_242419_c0_g1_i1	Sym_242419_c0_g1
Sym_242335_c0_g1_i1	Sym_242335_c0_g1
Sym_242385_c0_g1_i1	Sym_242385_c0_g1
Sym_242346_c0_g1_i1	Sym_242346_c0_g1
Sym_242379_c0_g1_i1	Sym_242379_c0_g1
Sym_242386_c0_g1_i1	Sym_242386_c0_g1
Sym_242362_c0_g1_i1	Sym_242362_c0_g1
Sym_242402_c0_g1_i1	Sym_242402_c0_g1
Sym_242413_c0_g1_i1	Sym_242413_c0_g1
Sym_242337_c0_g1_i1	Sym_242337_c0_g1
Sym_242369_c0_g1_i1	Sym_242369_c0_g1
Sym_242333_c0_g1_i1	Sym_242333_c0_g1
Sym_242396_c0_g1_i1	Sym_242396_c0_g1
Sym_242348_c0_g1_i1	Sym_242348_c0_g1
Sym_242332_c0_g1_i1	Sym_242332_c0_g1
Sym_242411_c0_g1_i1	Sym_242411_c0_g1
Sym_242417_c0_g1_i1	Sym_242417_c0_g1
Sym_285783_c0_g1_i1	Sym_285783_c0_g1
Sym_285815_c0_g1_i1	Sym_285815_c0_g1
Sym_285781_c0_g1_i1	Sym_285781_c0_g1
Sym_285747_c0_g1_i1	Sym_285747_c0_g1
Sym_285809_c0_g1_i1	Sym_285809_c0_g1
Sym_285808_c0_g1_i1	Sym_285808_c0_g1
Sym_285767_c0_g1_i1	Sym_285767_c0_g1
Sym_274794_c0_g1_i1	Sym_274794_c0_g1
Sym_274743_c0_g1_i1	Sym_274743_c0_g1
Sym_274756_c0_g1_i1	Sym_274756_c0_g1
Sym_274829_c0_g1_i1	Sym_274829_c0_g1
Sym_274779_c0_g1_i1	Sym_274779_c0_g1
Sym_274820_c0_g1_i1	Sym_274820_c0_g1
Sym_274785_c0_g1_i1	Sym_274785_c0_g1
Sym_274803_c0_g1_i1	Sym_274803_c0_g1
Sym_274801_c0_g1_i1	Sym_274801_c0_g1
Sym_274787_c0_g1_i1	Sym_274787_c0_g1
Sym_274739_c0_g1_i1	Sym_274739_c0_g1
Sym_274814_c0_g1_i1	Sym_274814_c0_g1
Sym_274735_c0_g1_i1	Sym_274735_c0_g1
Sym_274790_c0_g1_i1	Sym_274790_c0_g1
Sym_274762_c0_g1_i1	Sym_274762_c0_g1
Sym_274767_c0_g1_i1	Sym_274767_c0_g1
Sym_274740_c0_g1_i1	Sym_274740_c0_g1
Sym_274737_c0_g1_i1	Sym_274737_c0_g1
Sym_274827_c0_g1_i1	Sym_274827_c0_g1
Sym_274766_c0_g1_i1	Sym_274766_c0_g1
Sym_274828_c0_g1_i1	Sym_274828_c0_g1
Sym_274788_c0_g1_i1	Sym_274788_c0_g1
Sym_251747_c0_g1_i1	Sym_251747_c0_g1
Sym_251824_c0_g1_i1	Sym_251824_c0_g1
Sym_253159_c0_g1_i1	Sym_253159_c0_g1
Sym_253849_c0_g1_i1	Sym_253849_c0_g1
Sym_253872_c0_g1_i1	Sym_253872_c0_g1
Sym_253916_c0_g1_i1	Sym_253916_c0_g1
Sym_253873_c0_g1_i1	Sym_253873_c0_g1
Sym_253863_c0_g1_i1	Sym_253863_c0_g1
Sym_253898_c0_g1_i1	Sym_253898_c0_g1
Sym_286136_c0_g1_i1	Sym_286136_c0_g1
Sym_292670_c0_g1_i1	Sym_292670_c0_g1
Sym_292726_c0_g1_i1	Sym_292726_c0_g1
Sym_287087_c0_g1_i1	Sym_287087_c0_g1
Sym_287099_c0_g1_i1	Sym_287099_c0_g1
Sym_287035_c0_g1_i1	Sym_287035_c0_g1
Sym_217566_c0_g1_i1	Sym_217566_c0_g1
Sym_217557_c0_g1_i1	Sym_217557_c0_g1
Sym_217584_c0_g1_i1	Sym_217584_c0_g1
Sym_217533_c0_g1_i1	Sym_217533_c0_g1
Sym_292786_c0_g1_i1	Sym_292786_c0_g1
Sym_214096_c0_g1_i1	Sym_214096_c0_g1
Sym_214059_c0_g1_i1	Sym_214059_c0_g1
Sym_214071_c0_g1_i1	Sym_214071_c0_g1
Sym_214039_c0_g1_i1	Sym_214039_c0_g1
Sym_252210_c0_g1_i1	Sym_252210_c0_g1
Sym_252154_c0_g1_i1	Sym_252154_c0_g1
Sym_252219_c0_g1_i1	Sym_252219_c0_g1
Sym_282416_c0_g1_i1	Sym_282416_c0_g1
Sym_282360_c0_g1_i1	Sym_282360_c0_g1
Sym_282394_c0_g1_i1	Sym_282394_c0_g1
Sym_282363_c0_g1_i1	Sym_282363_c0_g1
Sym_282375_c0_g1_i1	Sym_282375_c0_g1
Sym_282359_c0_g2_i1	Sym_282359_c0_g2
Sym_282332_c0_g1_i1	Sym_282332_c0_g1
Sym_246706_c0_g1_i1	Sym_246706_c0_g1
Sym_246651_c0_g1_i1	Sym_246651_c0_g1
Sym_246692_c0_g1_i1	Sym_246692_c0_g1
Sym_246687_c0_g1_i1	Sym_246687_c0_g1
Sym_246681_c0_g1_i1	Sym_246681_c0_g1
Sym_246694_c0_g1_i1	Sym_246694_c0_g1
Sym_246665_c0_g1_i1	Sym_246665_c0_g1
Sym_252666_c0_g1_i1	Sym_252666_c0_g1
Sym_249235_c0_g1_i1	Sym_249235_c0_g1
Sym_249233_c0_g1_i1	Sym_249233_c0_g1
Sym_249328_c0_g1_i1	Sym_249328_c0_g1
Sym_249288_c0_g1_i1	Sym_249288_c0_g1
Sym_249306_c0_g1_i1	Sym_249306_c0_g1
Sym_249310_c0_g1_i1	Sym_249310_c0_g1
Sym_249268_c0_g1_i1	Sym_249268_c0_g1
Sym_295711_c0_g1_i1	Sym_295711_c0_g1
Sym_295648_c0_g1_i1	Sym_295648_c0_g1
Sym_273780_c0_g1_i1	Sym_273780_c0_g1
Sym_273761_c0_g1_i1	Sym_273761_c0_g1
Sym_273806_c0_g1_i1	Sym_273806_c0_g1
Sym_273814_c0_g1_i1	Sym_273814_c0_g1
Sym_273810_c0_g1_i1	Sym_273810_c0_g1
Sym_273776_c0_g1_i1	Sym_273776_c0_g1
Sym_273757_c0_g1_i1	Sym_273757_c0_g1
Sym_273784_c0_g1_i1	Sym_273784_c0_g1
Sym_273824_c0_g1_i1	Sym_273824_c0_g1
Sym_273829_c0_g1_i1	Sym_273829_c0_g1
Sym_273737_c0_g1_i1	Sym_273737_c0_g1
Sym_273817_c0_g1_i1	Sym_273817_c0_g1
Sym_273741_c0_g1_i1	Sym_273741_c0_g1
Sym_273788_c0_g1_i1	Sym_273788_c0_g1
Sym_273769_c0_g1_i1	Sym_273769_c0_g1
Sym_273775_c0_g1_i1	Sym_273775_c0_g1
Sym_273792_c0_g1_i1	Sym_273792_c0_g1
Sym_273758_c0_g1_i1	Sym_273758_c0_g1
Sym_273745_c0_g1_i1	Sym_273745_c0_g1
Sym_273818_c0_g1_i1	Sym_273818_c0_g1
Sym_278912_c0_g1_i1	Sym_278912_c0_g1
Sym_278892_c0_g1_i1	Sym_278892_c0_g1
Sym_278851_c0_g1_i1	Sym_278851_c0_g1
Sym_278884_c0_g1_i1	Sym_278884_c0_g1
Sym_278850_c0_g1_i1	Sym_278850_c0_g1
Sym_278878_c0_g1_i1	Sym_278878_c0_g1
Sym_278909_c0_g1_i1	Sym_278909_c0_g1
Sym_278922_c0_g1_i1	Sym_278922_c0_g1
Sym_278888_c0_g1_i1	Sym_278888_c0_g1
Sym_278841_c0_g1_i1	Sym_278841_c0_g1
Sym_278874_c0_g1_i1	Sym_278874_c0_g1
Sym_278835_c0_g1_i1	Sym_278835_c0_g1
Sym_285020_c0_g1_i1	Sym_285020_c0_g1
Sym_284981_c0_g1_i1	Sym_284981_c0_g1
Sym_246796_c0_g1_i1	Sym_246796_c0_g1
Sym_246803_c0_g1_i1	Sym_246803_c0_g1
Sym_246808_c0_g1_i1	Sym_246808_c0_g1
Sym_246750_c0_g1_i1	Sym_246750_c0_g1
Sym_246774_c0_g1_i1	Sym_246774_c0_g1
Sym_246760_c0_g1_i1	Sym_246760_c0_g1
Sym_246771_c0_g1_i1	Sym_246771_c0_g1
Sym_246748_c0_g1_i1	Sym_246748_c0_g1
Sym_220686_c0_g1_i1	Sym_220686_c0_g1
Sym_286869_c0_g1_i1	Sym_286869_c0_g1
Sym_286858_c0_g1_i1	Sym_286858_c0_g1
Sym_286856_c0_g1_i1	Sym_286856_c0_g1
Sym_286930_c0_g1_i1	Sym_286930_c0_g1
Sym_286906_c0_g1_i1	Sym_286906_c0_g1
Sym_286898_c0_g1_i1	Sym_286898_c0_g1
Sym_220363_c0_g1_i1	Sym_220363_c0_g1
Sym_220352_c0_g1_i1	Sym_220352_c0_g1
Sym_220373_c0_g1_i1	Sym_220373_c0_g1
Sym_220393_c0_g1_i1	Sym_220393_c0_g1
Sym_220340_c0_g1_i1	Sym_220340_c0_g1
Sym_220415_c0_g1_i1	Sym_220415_c0_g1
Sym_293434_c0_g1_i1	Sym_293434_c0_g1
Sym_287763_c0_g1_i1	Sym_287763_c0_g1
Sym_287831_c0_g1_i1	Sym_287831_c0_g1
Sym_287770_c0_g1_i1	Sym_287770_c0_g1
Sym_283242_c0_g1_i1	Sym_283242_c0_g1
Sym_283244_c0_g1_i1	Sym_283244_c0_g1
Sym_283250_c0_g1_i1	Sym_283250_c0_g1
Sym_283267_c0_g1_i1	Sym_283267_c0_g1
Sym_246625_c0_g1_i1	Sym_246625_c0_g1
Sym_246534_c0_g1_i1	Sym_246534_c0_g1
Sym_246582_c0_g1_i1	Sym_246582_c0_g1
Sym_246573_c0_g1_i1	Sym_246573_c0_g1
Sym_246558_c0_g1_i1	Sym_246558_c0_g1
Sym_246546_c0_g1_i1	Sym_246546_c0_g1
Sym_246579_c0_g1_i1	Sym_246579_c0_g1
Sym_246599_c0_g1_i1	Sym_246599_c0_g1
Sym_246630_c0_g1_i1	Sym_246630_c0_g1
Sym_246578_c0_g1_i1	Sym_246578_c0_g1
Sym_227659_c0_g1_i1	Sym_227659_c0_g1
Sym_273263_c0_g1_i1	Sym_273263_c0_g1
Sym_273288_c0_g1_i1	Sym_273288_c0_g1
Sym_273290_c0_g1_i1	Sym_273290_c0_g1
Sym_273295_c0_g1_i1	Sym_273295_c0_g1
Sym_273317_c0_g1_i1	Sym_273317_c0_g1
Sym_273322_c0_g1_i1	Sym_273322_c0_g1
Sym_273286_c0_g1_i1	Sym_273286_c0_g1
Sym_273245_c0_g1_i1	Sym_273245_c0_g1
Sym_273325_c0_g1_i1	Sym_273325_c0_g1
Sym_273309_c0_g1_i1	Sym_273309_c0_g1
Sym_273233_c0_g1_i1	Sym_273233_c0_g1
Sym_273315_c0_g1_i1	Sym_273315_c0_g1
Sym_273262_c0_g1_i1	Sym_273262_c0_g1
Sym_273331_c0_g1_i1	Sym_273331_c0_g1
Sym_273254_c0_g1_i1	Sym_273254_c0_g1
Sym_273323_c0_g1_i1	Sym_273323_c0_g1
Sym_273246_c0_g1_i1	Sym_273246_c0_g1
Sym_273282_c0_g1_i1	Sym_273282_c0_g1
Sym_273301_c0_g1_i2	Sym_273301_c0_g1
Sym_273237_c0_g1_i1	Sym_273237_c0_g1
Sym_273247_c0_g1_i1	Sym_273247_c0_g1
Sym_250268_c0_g1_i1	Sym_250268_c0_g1
Sym_250245_c0_g1_i1	Sym_250245_c0_g1
Sym_250233_c0_g1_i1	Sym_250233_c0_g1
Sym_250314_c0_g1_i1	Sym_250314_c0_g1
Sym_250234_c0_g1_i1	Sym_250234_c0_g1
Sym_237825_c0_g1_i1	Sym_237825_c0_g1
Sym_237760_c0_g1_i1	Sym_237760_c0_g1
Sym_237770_c0_g1_i1	Sym_237770_c0_g1
Sym_237808_c0_g1_i1	Sym_237808_c0_g1
Sym_237830_c0_g1_i1	Sym_237830_c0_g1
Sym_237748_c0_g1_i1	Sym_237748_c0_g1
Sym_237797_c0_g1_i1	Sym_237797_c0_g1
Sym_237826_c0_g1_i1	Sym_237826_c0_g1
Sym_237783_c0_g1_i1	Sym_237783_c0_g1
Sym_237781_c0_g1_i1	Sym_237781_c0_g1
Sym_237769_c0_g1_i1	Sym_237769_c0_g1
Sym_237750_c0_g1_i1	Sym_237750_c0_g1
Sym_237741_c0_g1_i1	Sym_237741_c0_g1
Sym_237829_c0_g1_i1	Sym_237829_c0_g1
Sym_237818_c0_g1_i1	Sym_237818_c0_g1
Sym_237802_c0_g1_i1	Sym_237802_c0_g1
Sym_289401_c0_g1_i1	Sym_289401_c0_g1
Sym_289403_c0_g1_i1	Sym_289403_c0_g1
Sym_289341_c0_g1_i1	Sym_289341_c0_g1
Sym_289392_c0_g1_i1	Sym_289392_c0_g1
Sym_289373_c0_g1_i1	Sym_289373_c0_g1
Sym_289361_c0_g1_i1	Sym_289361_c0_g1
Sym_289366_c0_g1_i1	Sym_289366_c0_g1
Sym_283829_c0_g1_i1	Sym_283829_c0_g1
Sym_283758_c0_g1_i1	Sym_283758_c0_g1
Sym_283742_c0_g1_i1	Sym_283742_c0_g1
Sym_283747_c0_g1_i1	Sym_283747_c0_g1
Sym_283773_c0_g1_i1	Sym_283773_c0_g1
Sym_283787_c0_g1_i1	Sym_283787_c0_g1
Sym_288244_c0_g1_i1	Sym_288244_c0_g1
Sym_288317_c0_g1_i1	Sym_288317_c0_g1
Sym_288267_c0_g1_i1	Sym_288267_c0_g1
Sym_288263_c0_g1_i1	Sym_288263_c0_g1
Sym_273469_c0_g1_i1	Sym_273469_c0_g1
Sym_273480_c0_g1_i1	Sym_273480_c0_g1
Sym_273483_c0_g1_i1	Sym_273483_c0_g1
Sym_273498_c0_g1_i1	Sym_273498_c0_g1
Sym_273497_c0_g1_i1	Sym_273497_c0_g1
Sym_273474_c0_g1_i1	Sym_273474_c0_g1
Sym_273486_c0_g1_i1	Sym_273486_c0_g1
Sym_273478_c0_g1_i1	Sym_273478_c0_g1
Sym_273523_c0_g1_i1	Sym_273523_c0_g1
Sym_273522_c0_g1_i1	Sym_273522_c0_g1
Sym_273433_c0_g1_i1	Sym_273433_c0_g1
Sym_273468_c0_g1_i1	Sym_273468_c0_g1
Sym_273460_c0_g1_i1	Sym_273460_c0_g1
Sym_273517_c0_g1_i1	Sym_273517_c0_g1
Sym_273485_c0_g1_i1	Sym_273485_c0_g1
Sym_292961_c0_g1_i1	Sym_292961_c0_g1
Sym_292980_c0_g1_i1	Sym_292980_c0_g1
Sym_293020_c0_g1_i1	Sym_293020_c0_g1
Sym_292993_c0_g1_i1	Sym_292993_c0_g1
Sym_246284_c0_g1_i1	Sym_246284_c0_g1
Sym_246232_c0_g1_i1	Sym_246232_c0_g1
Sym_246251_c0_g1_i1	Sym_246251_c0_g1
Sym_246314_c0_g1_i1	Sym_246314_c0_g1
Sym_246313_c0_g1_i1	Sym_246313_c0_g1
Sym_212300_c0_g1_i1	Sym_212300_c0_g1
Sym_212297_c0_g1_i1	Sym_212297_c0_g1
Sym_212291_c0_g1_i1	Sym_212291_c0_g1
Sym_212261_c0_g1_i1	Sym_212261_c0_g1
Sym_212328_c0_g1_i1	Sym_212328_c0_g1
Sym_212254_c0_g1_i1	Sym_212254_c0_g1
Sym_212250_c0_g1_i1	Sym_212250_c0_g1
Sym_212311_c0_g1_i1	Sym_212311_c0_g1
Sym_212257_c0_g1_i1	Sym_212257_c0_g1
Sym_212299_c0_g1_i1	Sym_212299_c0_g1
Sym_212240_c0_g1_i1	Sym_212240_c0_g1
Sym_212236_c0_g1_i1	Sym_212236_c0_g1
Sym_239459_c0_g1_i1	Sym_239459_c0_g1
Sym_239451_c0_g1_i1	Sym_239451_c0_g1
Sym_239445_c0_g1_i1	Sym_239445_c0_g1
Sym_239482_c0_g1_i1	Sym_239482_c0_g1
Sym_239466_c0_g1_i1	Sym_239466_c0_g1
Sym_239458_c0_g1_i1	Sym_239458_c0_g1
Sym_239494_c0_g1_i1	Sym_239494_c0_g1
Sym_239491_c0_g1_i1	Sym_239491_c0_g1
Sym_239446_c0_g1_i1	Sym_239446_c0_g1
Sym_239505_c0_g1_i1	Sym_239505_c0_g1
Sym_239485_c0_g1_i1	Sym_239485_c0_g1
Sym_239498_c0_g1_i1	Sym_239498_c0_g1
Sym_239514_c0_g1_i1	Sym_239514_c0_g1
Sym_239490_c0_g1_i1	Sym_239490_c0_g1
Sym_239484_c0_g1_i1	Sym_239484_c0_g1
Sym_239440_c0_g1_i1	Sym_239440_c0_g1
Sym_239456_c0_g1_i1	Sym_239456_c0_g1
Sym_239517_c0_g1_i1	Sym_239517_c0_g1
Sym_239506_c0_g1_i1	Sym_239506_c0_g1
Sym_239454_c0_g1_i1	Sym_239454_c0_g1
Sym_283189_c0_g1_i1	Sym_283189_c0_g1
Sym_283141_c0_g1_i1	Sym_283141_c0_g1
Sym_283231_c0_g1_i1	Sym_283231_c0_g1
Sym_283145_c0_g1_i1	Sym_283145_c0_g1
Sym_283224_c0_g1_i1	Sym_283224_c0_g1
Sym_283169_c0_g1_i1	Sym_283169_c0_g1
Sym_214192_c0_g1_i1	Sym_214192_c0_g1
Sym_214198_c0_g1_i1	Sym_214198_c0_g1
Sym_214216_c0_g1_i1	Sym_214216_c0_g1
Sym_214141_c0_g1_i1	Sym_214141_c0_g1
Sym_214152_c0_g1_i1	Sym_214152_c0_g1
Sym_214194_c0_g1_i1	Sym_214194_c0_g1
Sym_214196_c0_g1_i1	Sym_214196_c0_g1
Sym_214186_c0_g1_i1	Sym_214186_c0_g1
Sym_214184_c0_g1_i1	Sym_214184_c0_g1
Sym_214147_c0_g1_i1	Sym_214147_c0_g1
Sym_243269_c0_g1_i1	Sym_243269_c0_g1
Sym_243326_c0_g1_i1	Sym_243326_c0_g1
Sym_243265_c0_g1_i1	Sym_243265_c0_g1
Sym_243252_c0_g1_i1	Sym_243252_c0_g1
Sym_243270_c0_g1_i1	Sym_243270_c0_g1
Sym_243324_c0_g1_i1	Sym_243324_c0_g1
Sym_243244_c0_g1_i1	Sym_243244_c0_g1
Sym_243303_c0_g1_i1	Sym_243303_c0_g1
Sym_243254_c0_g1_i1	Sym_243254_c0_g1
Sym_243312_c0_g1_i1	Sym_243312_c0_g1
Sym_244525_c0_g1_i1	Sym_244525_c0_g1
Sym_244509_c0_g1_i1	Sym_244509_c0_g1
Sym_244477_c0_g1_i1	Sym_244477_c0_g1
Sym_244484_c0_g1_i1	Sym_244484_c0_g1
Sym_244452_c0_g1_i1	Sym_244452_c0_g1
Sym_244501_c0_g1_i1	Sym_244501_c0_g1
Sym_244507_c0_g1_i1	Sym_244507_c0_g1
Sym_244496_c0_g1_i1	Sym_244496_c0_g1
Sym_244471_c0_g1_i1	Sym_244471_c0_g1
Sym_244528_c0_g1_i1	Sym_244528_c0_g1
Sym_244468_c0_g1_i2	Sym_244468_c0_g1
Sym_244483_c0_g1_i1	Sym_244483_c0_g1
Sym_244473_c0_g1_i1	Sym_244473_c0_g1
Sym_244513_c0_g1_i1	Sym_244513_c0_g1
Sym_244495_c0_g1_i1	Sym_244495_c0_g1
Sym_244504_c0_g1_i1	Sym_244504_c0_g1
Sym_244480_c0_g1_i1	Sym_244480_c0_g1
Sym_207194_c0_g1_i1	Sym_207194_c0_g1
Sym_207162_c0_g1_i1	Sym_207162_c0_g1
Sym_207182_c0_g1_i1	Sym_207182_c0_g1
Sym_207223_c0_g1_i1	Sym_207223_c0_g1
Sym_207138_c0_g1_i1	Sym_207138_c0_g1
Sym_207226_c0_g1_i1	Sym_207226_c0_g1
Sym_207174_c0_g1_i1	Sym_207174_c0_g1
Sym_207221_c0_g1_i1	Sym_207221_c0_g1
Sym_207190_c0_g1_i1	Sym_207190_c0_g1
Sym_207180_c0_g1_i1	Sym_207180_c0_g1
Sym_207165_c0_g1_i1	Sym_207165_c0_g1
Sym_207159_c0_g1_i1	Sym_207159_c0_g1
Sym_207132_c0_g1_i1	Sym_207132_c0_g1
Sym_207140_c0_g1_i1	Sym_207140_c0_g1
Sym_207204_c0_g1_i1	Sym_207204_c0_g1
Sym_207153_c0_g1_i1	Sym_207153_c0_g1
Sym_207172_c0_g1_i1	Sym_207172_c0_g1
Sym_207181_c0_g1_i1	Sym_207181_c0_g1
Sym_207157_c0_g1_i1	Sym_207157_c0_g1
Sym_207168_c0_g1_i1	Sym_207168_c0_g1
Sym_207161_c0_g1_i1	Sym_207161_c0_g1
Sym_207166_c0_g1_i1	Sym_207166_c0_g1
Sym_207205_c0_g1_i1	Sym_207205_c0_g1
